22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52
0,69723618;0,10050252;-0,02386934;0,04899499;0,22487438;1,42462311;-0,01884421;0,04648242;0,77638191;1,21733668;-0,02261305;0,87311558;0,8718593;1,07160804;1,3241206;0,77261307;1,18844221;0,98115578;0,020446;0,02086475;0,40235553;1,02773365;0,51608043;0,27236181;0,22412061;0,36884422;0,1678392;0,24427535;0,39634774;0,20975878;0,10121607
0,70477387;0,17964825;-0,02386934;0,18467338;0,22738694;1,31532663;-0,01758793;0,04020102;0,71608041;1,23241206;-0,02135677;0,87562814;0,87562814;0,98743719;1,33542713;0,73618091;1,19095477;0,99497487;0,0179334;0,01835219;0,48275754;1,03024622;0,43567842;0,29246231;0,22917792;0,35782113;0,17289651;0,24427535;0,39634774;0,20975878;0,10121607
0,71356784;0,16206031;-0,02512562;0,27512564;0,22738694;1,21482412;-0,02010049;0,03643217;0,65954774;1,28643216;-0,02261305;0,87562814;0,87688442;0,90703518;1,34170854;0,67713568;1,19346733;1,00376884;0,0129083;0,0150021;0,52044598;1,0377839;0,37035179;0,29662314;0,23410649;0,34472362;0,18599402;0,24995979;0,40258695;0,20961397;0,10509136
0,71859297;0,14824122;-0,02386934;0,33668342;0,22864322;1,12688442;-0,02010049;0,03266333;0,61055277;1,30527638;-0,02135677;0,87688442;0,8781407;0,8379397;1,35427135;0,6218593;1,19723618;1,01758794;0,0103957;0,0108145;0,52798367;1,04406531;0,31356787;0,30452261;0,24422111;0,32955169;0,1959799;0,24787733;0,40882616;0,20573868;0,10551763
0,72361809;0,16582915;-0,02386934;0,37311558;0,23115579;1,18090452;-0,02010049;0,02889448;0,56030151;1,30025125;-0,02261305;0,87562814;0,88065327;0,77135679;1,36306532;0,57286433;1,19849246;1,02638191;0,00913945;0,00578937;0,48401382;1,05285928;0,26432164;0,31256282;0,25239005;0,32851448;0,20414884;0,24995979;0,41450244;0,20823926;0,10827522
0,73492463;0,26633167;-0,02386934;0,39698493;0,23241207;1,20477387;-0,02010049;0,02386936;0,51758794;1,27512563;-0,02135677;0,87437186;0,88316583;0,71231156;1,37185929;0,5276382;1,19849246;1,040201;0,00285804;0,00327681;0,42371231;1,06290953;0,22462314;0,31894477;0,26146746;0,32345717;0,22010051;0,23637996;0,42282411;0,21045837;0,10925627
0,7437186;0,24120604;-0,02386934;0,40829146;0,23492463;1,20728643;-0,02135677;0,02010051;0,47613066;1,2361809;-0,02386934;0,87060302;0,88693467;0,65703518;1,38190954;0,48366835;1,19723618;1,05150754;0,00160177;0,00202053;0,37346106;1,07044722;0,19045229;0,32060302;0,27417875;0,32060302;0,22775449;0,2291597;0,42754379;0,20975878;0,11217497
0,75628141;0,21984925;-0,02512562;0,40829146;0,23743719;1,18341708;-0,02135677;0,01633167;0,4396985;1,18969849;-0,02135677;0,86683417;0,88944724;0,60301508;1,39195979;0,44849247;1,19472362;1,06030151;0,00160177;-0,00049204;0,32697865;1,08175375;0,16231159;0,32614064;0,28442211;0,32786349;0,23294054;0,22181908;0,43598581;0,20864107;0,11327637
0,76130654;0,19849247;-0,02386934;0,38819096;0,24246232;1,15954774;-0,02135677;0,01381911;0,40452262;1,14070352;-0,02261305;0,86934674;0,89321608;0,55778895;1,40075376;0,41080403;1,19095477;1,07286432;-0,000910789;-0,00007328;0,28552136;1,08677888;0,13718596;0,32920611;0,29271979;0,32915818;0,24422111;0,21779898;0,4418069;0,20573868;0,11327637
0,7701005;0,18090453;-0,02386934;0,37437187;0,24874373;1,13065326;-0,02135677;0,01256282;0,37437187;1,08542713;0,18467338;0,87311558;0,89572864;0,5138191;1,40954773;0,37562815;1,18341708;1,08291457;-0,00216708;-0,0009108;0,29305905;1,09306029;0,11557792;0,33128652;0,30452261;0,33797811;0,2495359;0,20975878;0,45498491;0,21129461;0,11327637
0,77763819;0,16582915;-0,02386934;0,36180905;0,25376885;1,09547739;-0,02010049;0,00879398;0,34170855;1,03517588;0,63190955;0,8781407;0,89824121;0,47487438;1,42085427;0,34673368;1,17964824;1,09673367;-0,000910789;-0,00384212;0,29180277;1,10059797;0,09748747;0,32864322;0,30854272;0,34705552;0,25226131;0,19923431;0,46302511;0,21404404;0,11301121
0,78643216;0,15075378;-0,02512562;0,34547739;0,25628142;1,05653266;-0,02261305;0,00502514;0,31532664;0,9798995;1,05778894;0,88065327;0,90075377;0,43592965;1,42964824;0,3178392;1,17462311;1,10552764;-0,00593592;-0,0050984;0,28175252;1,10436682;0,0829146;0,32864322;0,31321381;0,35743491;0,25628141;0,19769848;0,47106531;0,21584503;0,10925627
0,79020101;0,1356784;-0,02386934;0,32663317;0,2638191;0,99371859;-0,02010049;0,00251257;0,29145729;0,9258794;1,33668341;0,88316583;0,90201005;0,40201006;1,43969849;0,29271358;1,16457286;1,11809045;-0,00593592;-0,00426088;0,27923995;1,10687938;0,06984928;0,32462312;0,32060302;0,37286432;0,25628141;0,18965828;0,47703936;0,21377888;0,11312341
0,79648241;0,12185931;-0,02386934;0,29899498;0,27261307;0,95100503;-0,02135677;0,00125629;0,26507538;0,87688442;1,51005025;0,88819096;0,90452261;0,36934674;1,44974874;0,26884423;1,16959799;1,1281407;-0,00467964;-0,00635468;0,26667714;1,11441707;0,058794;0,31658292;0,32319969;0,38090452;0,26432161;0,18533225;0,48714571;0,21377888;0,11162834
0,8040201;0,11306534;-0,02386934;0,28391961;0,2776382;0,91959799;-0,02135677;-0,00251255;0,24623116;0,82663317;1,59673366;0,89070352;0,90829146;0,33919599;1,45979899;0,24874373;1,17839196;1,13944723;-0,00844848;-0,00886724;0,24783292;1,12069848;0,04874375;0,31559785;0,32462312;0,39296483;0,26030151;0,1752259;0,49755799;0,21434996;0,11270529
0,81658292;0,1017588;-0,02512562;0,26884423;0,28768845;0,88944724;-0,02261305;-0,00376883;0,22487438;0,78015076;1,54648241;0,8919598;0,9120603;0,31281408;1,46733668;0,22738694;1,18467336;1,14949749;-0,0122173;-0,00677344;0,23024498;1,1257236;0,04221109;0,30452261;0,32410086;0,40800072;0,25680366;0,16955778;0,50436828;0,21656908;0,10802636
0,81909548;0,09296483;-0,02386934;0,25376885;0,29648242;0,8580402;-0,02261305;-0,00502511;0,20728644;0,73869347;1,42085427;0,8919598;0,91331658;0,28643217;1,47864321;0,20854272;1,18341708;1,16080402;-0,00844848;-0,00928601;0,22396357;1,13451757;0,03517591;0,29246231;0,32410816;0,41760039;0,25277627;0,16274748;0,51003641;0,21779898;0,10622537
0,82286432;0,0816583;-0,02386934;0,23743719;0,30402011;0,82035176;-0,02261305;-0,00502511;0,19095478;0,69849247;1,3040201;0,88944724;0,91708543;0,26256282;1,48366834;0,19095478;1,13442211;1,17211055;-0,010961;-0,01054229;0,21893845;1,14331154;0,03015078;0,28523602;0,32060302;0,4266778;0,25226131;0,15749747;0,51930652;0,2210073;0,10604795
